Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
64,0.0001,0.462848,0.818176,0.820224,0.744448
128,0.0003,0.516096,0.738304,0.700416,0.677888
256,0.0003,0.494592,1.04755,0.705536,0.728064
512,0.0007,0.697344,0.823296,0.791552,0.73216
1024,0.0012,0.530432,0.889856,1.32506,0.709632
2048,0.0024,0.557056,0.969728,0.796672,0.7168
4096,0.002,0.572416,0.86528,0.823296,1.37318
8192,0.0034,0.815104,0.9472,0.774112,0.73728
16384,0.008,0.946176,1.04243,0.968704,0.935936
32768,0.0221,1.59334,1.37421,1.30765,1.24928
65536,0.0412,1.67731,1.72339,1.49402,1.46842
131072,0.585,2.18726,2.47296,2.5385,3.2041
262144,1.202,4.19635,4.2281,4.3305,4.93158
524288,2.3412,7.72608,8.92109,7.87456,8.32717
1048576,4.732,14.9463,15.6498,14.3452,15.6979
2097152,9.1658,29.5096,28.6679,27.7248,27.6439
4194304,18.3997,57.5468,56.1183,52.7063,53.7641
8388608,36.8384,114.381,111.269,105.425,106.103
16777216,77.0074,229.625,218.437,210.856,210.853
33554432,147.147,466.641,445.952,423.633,421.877
67108864,293.934,939.092,885.135,848.868,843.076
16,0.0001,0.4608,0.992256,0.797696,0.748544
32,0.0002,0.548864,0.815104,0.787456,0.763904
64,0.0002,0.472064,0.760832,0.72192,0.71168
128,0.0004,0.661504,0.744448,0.702464,0.71168
256,0.0003,0.508928,0.78336,0.765952,0.749568
512,0.0007,0.65024,1.28205,0.641024,0.59904
1024,0.0005,0.523264,0.70144,0.672768,0.543744
2048,0.0011,0.536576,0.688128,0.630784,0.630784
4096,0.0021,0.816128,0.82432,0.705536,0.881664
8192,0.0037,0.654336,0.820224,0.712704,0.709632
16384,0.0082,0.7424,1.00966,0.837632,0.760832
32768,0.0177,0.948224,1.24416,1.05062,0.997376
65536,0.0351,1.3353,1.7111,1.45408,1.33632
131072,0.5866,2.24973,2.66342,2.40026,2.96346
262144,1.1737,5.16506,4.03456,4.9367,4.76365
524288,2.9894,7.97491,7.48442,7.45062,8.0896
1048576,4.6837,14.9821,15.5197,13.694,15.7972
2097152,8.8771,29.6837,28.9587,28.0525,27.7668
4194304,20.0033,58.0454,56.9262,53.122,53.6781
8388608,38.3448,115.397,110.683,105.566,106.528
16777216,74.6337,230.532,223.048,210.509,211.594
33554432,148.423,467.752,438.573,423.759,422.254
67108864,296.49,941.31,903.693,850.319,842.376
16,0,0.523264,0.720896,0.78336,0.689152
32,0.0003,0.46592,0.700416,0.722944,0.692224
64,0.0002,1.15098,0.580608,0.58368,0.590848
128,0.0003,0.50688,0.631808,0.63488,0.585728
256,0.0006,0.58368,1.17965,0.572416,0.589824
512,0.0005,0.544768,0.677888,0.974848,0.615424
1024,0.0007,0.594944,0.726016,0.612352,0.528384
2048,0.0009,0.920576,0.748544,0.638976,0.57856
4096,0.0039,1.05574,0.730112,0.636928,0.657408
8192,0.0036,0.635904,1.13254,0.765952,0.646144
16384,0.0109,0.891904,0.950272,0.791552,0.816128
32768,0.0187,0.96768,1.1561,1.01171,0.999424
65536,0.0467,1.34349,1.56672,1.43667,1.38957
131072,0.5837,2.22822,3.11808,2.38797,3.23379
262144,1.3369,4.1984,3.9895,4.30592,4.72474
524288,2.3839,7.64621,7.62573,7.90221,8.45107
1048576,4.6833,15.5546,14.2305,14.3186,15.145
2097152,8.8771,29.2157,29.399,27.5896,27.7115
4194304,18.0994,58.9455,55.1885,53.7928,54.2556
8388608,39.9552,114.563,110.105,106.545,105.754
16777216,79.2876,230.131,220.406,211.342,215.097
33554432,146.499,464.132,445.705,424.168,419.612
67108864,293.626,945.135,885.137,853.772,855.337
16,0,0.543744,0.676864,0.710656,0.694272
32,0.0001,0.64512,0.699392,1.12538,0.720896
64,0.0002,0.641024,0.765952,0.74752,1.00454
128,0.0003,0.574464,0.765952,0.946176,0.782336
256,0.0002,0.516096,0.910336,0.933888,0.724992
512,0.0004,0.63488,0.669696,0.70656,0.723968
1024,0.0008,0.70144,0.876544,0.899072,0.759808
2048,0.001,0.598016,0.935936,0.7424,0.715776
4096,0.0021,0.570368,1.024,1.14381,0.989184
8192,0.0058,0.816128,0.876544,0.812032,0.862208
16384,0.0088,0.90112,1.0455,1.00864,1.05574
32768,0.0373,1.09568,1.55648,1.16326,1.23904
65536,0.0493,1.53293,1.7961,2.31526,1.65376
131072,0.8219,2.40845,2.59379,2.72896,3.06893
262144,1.169,4.48819,4.22093,5.02579,4.83738
524288,2.6156,7.75066,8.07731,8.23296,8.21965
1048576,4.9826,14.9299,15.1736,14.4015,15.2166
2097152,10.6454,29.6202,28.9638,27.819,27.8876
4194304,18.4308,57.8642,59.0991,53.7539,53.4733
8388608,37.3255,114.44,110.626,105.679,104.982
16777216,78.5521,230.314,223.434,211.35,211.353
33554432,149.493,464.259,437.065,426.576,422.279
67108864,296.501,943.115,901.838,853.083,857.731
16,0.0001,0.775168,0.626688,0.666624,0.91136
32,0.0001,0.566272,0.564224,0.641024,0.878592
64,0.0001,0.488448,0.748544,0.598016,0.551936
128,0.0001,0.656384,0.562176,0.631808,0.603136
256,0.0002,0.52224,0.654336,0.57344,0.544768
512,0.0008,0.836608,0.631808,0.58368,0.60928
1024,0.0005,0.513024,0.738304,0.654336,0.594944
2048,0.001,0.544768,0.74752,0.674816,0.632832
4096,0.0021,1.11923,0.900096,0.700416,0.657408
8192,0.0034,0.841728,0.809984,0.677888,0.714752
16384,0.008,1.02195,0.96256,0.774144,0.816128
32768,0.0187,0.971776,1.17453,0.989184,1.00147
65536,0.0387,1.34758,1.80736,1.41619,1.40288
131072,0.5861,2.18624,2.38797,2.688,2.77299
262144,1.2882,4.17997,4.40422,4.57626,4.75853
524288,2.5164,7.7353,7.73837,7.48032,8.49408
1048576,4.9688,15.4552,14.5623,15.191,15.0036
2097152,9.6662,28.8215,30.1128,27.7821,28.1795
4194304,19.0625,58.3803,55.1424,54.2044,54.015
8388608,39.0755,113.853,110.998,106.881,105.424
16777216,76.1309,231.175,220.884,211.9,210.791
33554432,153.723,464.514,451.104,434.077,427.899
67108864,298.72,936.616,884.615,854.821,844.623
16,0.0001,0.693248,0.886784,1.01376,0.772096
32,0.0003,0.453632,0.731136,1.14074,0.741376
64,0.0002,0.720896,0.736256,0.69632,0.7936
128,0.0002,0.902144,0.800768,0.736256,0.77312
256,0.0006,1.59027,0.719872,0.726016,0.703488
512,0.0002,0.49664,1.15405,0.836608,0.77824
1024,0.0197,0.524288,1.21037,0.73216,0.726016
2048,0.0022,0.572416,0.970752,0.733184,0.718848
4096,0.0042,0.574464,0.878592,0.974848,0.770048
8192,0.0037,0.616448,0.96768,0.850944,0.838656
16384,0.0081,0.907264,1.04243,0.91648,0.930816
32768,0.0189,0.974848,1.28614,1.3271,1.11002
65536,0.0391,1.35373,1.73158,1.54829,1.48787
131072,0.7449,2.20262,2.74842,2.8713,2.94298
262144,1.2015,4.84352,4.10112,4.75136,4.7657
524288,2.8255,8.27699,8.18688,7.8295,8.42752
1048576,4.6837,15.445,14.8244,14.6412,14.9371
2097152,8.8734,29.5793,28.6771,27.3428,27.6439
4194304,19.9859,57.0798,56.6948,54.0785,53.418
8388608,38.5532,114.815,111.043,105.525,106.757
16777216,81.1802,230.529,224.799,211.018,211.015
33554432,146.013,465.477,436.638,424.407,420.421
67108864,294.938,942.428,902.924,852.225,843.037
16,0.0001,0.557056,0.9216,0.62464,0.903168
32,0.0001,0.457728,0.75776,0.736256,1.3865
64,0.0001,0.495616,0.789504,0.741376,0.764928
128,0.0002,0.620544,0.790528,0.77824,0.769024
256,0.0002,0.514048,1.15098,0.70656,0.851968
512,0.0005,0.493568,0.7936,0.745472,0.722944
1024,0.0005,0.586752,0.81408,1.02605,1.04653
2048,0.0012,0.543744,0.970752,0.765952,0.65024
4096,0.0023,0.626688,0.7936,0.657408,0.768
8192,0.0033,1.64659,0.958464,0.904192,0.801792
16384,0.0078,0.770048,1.09466,0.987136,0.917504
32768,0.0187,1.26157,1.29126,1.10694,1.03526
65536,0.0378,1.7193,1.79917,1.46739,1.41824
131072,0.5829,2.29478,2.46886,2.79552,3.50413
262144,1.2016,4.28442,4.26291,4.38886,4.73702
524288,2.3444,7.7783,7.49261,7.66874,8.19917
1048576,4.9313,15.702,14.42,14.6196,14.6412
2097152,9.1474,29.4052,29.5311,27.6408,27.3439
4194304,17.9545,58.8483,56.4378,53.7221,54.2484
8388608,37.6289,116.205,110.176,105.876,105.466
16777216,75.4405,230.328,219.789,212.364,211.426
33554432,149.194,466.985,445.274,427.136,421.508
67108864,300.701,938.969,888.065,855.011,846.479
16,0.0001,0.468992,0.704512,0.830464,0.82944
32,0.0002,0.60416,0.768,0.730112,0.759808
64,0.0001,0.482304,0.822272,0.799744,0.74752
128,0.0004,0.477184,0.637952,0.635904,0.610304
256,0.0003,0.488448,1.1264,0.580608,0.584704
512,0.0005,0.500736,0.678912,0.644096,0.628736
1024,0.0004,0.521216,0.70144,0.64512,0.622592
2048,0.0011,0.833536,0.741376,0.67584,0.642048
4096,0.0022,0.606208,0.73728,0.642048,0.657408
8192,0.0037,0.659456,1.11923,0.72704,0.631808
16384,0.0082,0.776192,1.12128,0.770048,0.75264
32768,0.0326,0.9728,1.59232,1.03834,1.01274
65536,0.0386,1.83091,1.61894,1.43258,1.6087
131072,0.602,2.6368,2.39002,2.65933,2.816
262144,1.1749,4.14515,4.01203,4.21581,4.97459
524288,2.5165,8.30464,8.13261,7.72506,8.33741
1048576,4.8133,15.3979,14.9064,14.5992,15.0723
2097152,9.2803,30.0104,28.1702,27.3582,27.8252
4194304,18.0787,58.1335,57.1955,53.8675,53.7272
8388608,40.0773,113.001,111.487,107.185,105.508
16777216,78.8491,229.25,225.206,211.918,212.012
33554432,150.63,464.711,440.694,428.122,424.026
67108864,194.475,937.397,903.644,853.199,843.797
16,0.0001,0.656352,0.789504,0.777216,0.749568
32,0.0001,0.973824,0.718848,0.718848,0.786432
64,0.0002,0.480256,0.821248,0.80384,1.29024
128,0.0002,0.538624,0.766976,0.830464,0.761856
256,0.0004,0.60416,0.804864,0.68096,0.690176
512,0.0007,0.497664,0.800768,0.675808,0.731136
1024,0.0011,0.751616,0.796672,0.797696,0.756736
2048,0.0022,0.539648,0.996352,0.758784,0.899072
4096,0.0038,0.570368,0.847872,0.958464,0.786432
8192,0.0039,0.7936,0.96768,0.832512,0.777216
16384,0.008,0.905216,1.08544,0.897024,0.87552
32768,0.0206,1.35168,1.29946,1.10387,0.951296
65536,0.0378,1.93434,1.83603,1.81862,1.48275
131072,0.7433,2.42381,2.99418,2.62144,3.43859
262144,1.2031,4.24448,4.16563,4.47795,4.7616
524288,2.3404,7.6759,7.5223,7.53562,8.05888
1048576,4.6021,15.3539,14.6473,13.8711,15.1439
2097152,9.1957,29.7861,29.5987,28.0914,28.4334
4194304,19.4007,57.9092,56.5412,54.6314,53.5777
8388608,37.0381,115.299,112.128,104.9,105.781
16777216,78.1645,229.519,217.137,210.568,211.513
33554432,145.118,464.777,442.477,425.104,421.107
67108864,297.334,937.957,888.427,851.878,842.916
16,0.0001,0.539648,0.695296,0.713728,0.705536
32,0.0003,0.606208,0.717824,0.739328,0.77312
64,0.0003,0.46592,0.825344,0.7936,0.774144
128,0.0003,0.565248,0.784384,0.735232,0.6912
256,0.0003,0.47616,0.780288,0.709632,0.81408
512,0.0007,0.497664,0.567296,0.615424,0.792576
1024,0.0013,0.524288,0.833536,1.21856,0.769024
2048,0.0024,0.574464,0.695296,0.68608,0.635904
4096,0.0021,0.846848,0.724992,0.63488,1.07008
8192,0.0038,0.856064,0.812032,0.694272,0.674816
16384,0.0081,0.836608,0.955392,0.781312,0.825344
32768,0.0184,1.26362,1.15302,1.03731,1.0025
65536,0.0363,2.03059,1.58618,1.65683,1.38957
131072,0.5831,2.18829,2.45453,2.57536,2.7648
262144,1.1898,4.19226,3.95366,5.04013,4.43904
524288,2.3413,8.21965,7.86835,7.71686,8.6784
1048576,5.0305,15.3692,15.1327,14.0339,14.8849
2097152,9.0268,30.0063,29.2598,27.6091,28.2173
4194304,18.2463,58.1089,56.9702,53.7508,55.7005
8388608,38.8524,115.922,110.832,104.525,106.288
16777216,74.2334,231.349,225.622,209.979,210.218
33554432,149.299,467.756,434.736,426.277,422.509
67108864,299.093,940.266,906.246,853.241,843.358
16,0.0001,0.656384,0.825344,0.744448,0.6912
32,0.0001,0.50176,0.812032,0.787456,0.748544
64,0.0003,0.47104,0.823296,0.806912,0.80384
128,0.0001,0.478208,0.800768,0.764928,0.68608
256,0.0004,0.4864,0.598016,0.635904,0.598016
512,0.0004,0.574464,0.662528,0.572416,0.540672
1024,0.001,0.572416,0.638976,0.724992,1.01376
2048,0.0015,0.589824,0.741376,0.740352,0.587776
4096,0.0042,0.575488,0.781312,0.703488,0.647168
8192,0.0037,0.60928,0.816128,0.777216,0.695296
16384,0.0083,0.766976,0.9984,1.31072,0.807936
32768,0.0199,0.974848,1.22573,1.04858,1.02195
65536,0.0369,1.4807,2.24768,1.4377,1.41312
131072,0.5993,2.65626,2.43814,2.7136,2.9143
262144,1.2026,4.11853,4.02125,4.38886,5.50502
524288,2.3166,7.87456,7.72506,7.74042,8.8535
1048576,4.6847,15.0446,14.5142,15.1245,15.3569
2097152,8.8731,30.4916,29.0591,27.4606,28.2143
4194304,20.2255,57.7004,55.6524,54.9038,53.2419
8388608,36.6941,117.496,111.448,106.616,106.205
16777216,77.4098,231.195,219.618,211.676,211.383
33554432,147.522,466.08,447.674,425.093,420.406
67108864,290.745,938.511,886.917,846.952,843.824
16,0.0001,0.643072,0.74752,0.710656,0.679936
32,0.0003,0.4608,0.695296,0.78336,0.771072
64,0.0002,0.475136,0.796672,0.795648,0.774144
128,0.0004,0.482304,0.780288,0.740352,0.75776
256,0.0005,0.488448,0.75264,0.731136,0.717824
512,0.0004,0.550912,0.769024,0.770048,0.761856
1024,0.0004,0.516096,1.01888,0.689152,0.724992
2048,0.0022,0.545792,0.96256,0.760832,0.749568
4096,0.0038,0.571392,0.722944,0.729088,0.653312
8192,0.0038,0.9216,1.05984,0.756736,0.693248
16384,0.0079,0.827392,1.32915,0.841728,0.812032
32768,0.0333,0.950272,1.36192,0.980992,1.00352
65536,0.0369,1.3824,1.7623,1.37933,1.4633
131072,0.7319,2.15142,2.46886,2.51904,2.79245
262144,1.1681,4.20966,4.18714,4.37245,4.97971
524288,2.3549,7.64416,7.95034,7.89402,8.84429
1048576,4.5431,15.2791,15.7112,14.1036,15.2115
2097152,11.3201,29.0365,28.6024,27.3091,28.9812
4194304,18.1981,58.1693,56.9262,53.8204,53.7027
8388608,36.7454,114.666,111.688,106.002,106.227
16777216,83.3876,230.137,223.597,212.354,211.148
33554432,150.152,466.439,438.847,425.406,422.51
67108864,295.078,938.264,899.435,851.993,842.709
16,0,0.473088,0.78336,0.792576,0.744448
32,0.0001,0.456704,0.746496,0.692224,0.704512
64,0.0001,0.47104,0.842752,0.802816,0.733184
128,0.0002,0.482304,0.815104,0.735232,0.761856
256,0.0006,0.632832,0.827392,0.726016,0.585728
512,0.0006,0.50176,0.903168,0.64,0.550912
1024,0.0008,0.550912,0.869376,0.668672,1.19706
2048,0.001,0.577536,0.739328,0.630784,0.97792
4096,0.0021,0.60416,0.726016,0.71168,1.06291
8192,0.0037,0.625664,0.799744,0.754688,0.687104
16384,0.0083,0.766976,1.0199,0.83968,0.816128
32768,0.0658,0.974848,1.15098,1.61485,0.956416
65536,0.0402,1.46432,1.6599,1.47354,1.39776
131072,0.5826,2.21082,3.08531,2.54771,3.25325
262144,1.2011,4.77696,3.98541,4.43904,4.5527
524288,2.3538,7.64928,7.3943,7.60422,8.71731
1048576,4.6837,15.0671,14.2029,14.9187,14.8132
2097152,9.1307,30.0442,29.015,27.394,28.1108
4194304,18.9279,58.1847,56.2237,53.1866,53.8849
8388608,35.9252,115.329,111.057,105.646,104.528
16777216,78.3972,231.094,217.785,213.551,211.724
33554432,149.81,465.576,446.619,424.034,421.192
67108864,292.487,935.934,886.813,851.143,846.447
16,0.0001,0.731136,0.758784,0.677888,0.730112
32,0.0001,0.453632,0.710656,0.673792,0.760832
64,0.0003,0.468992,0.833536,0.761856,0.774144
128,0.0004,0.630784,0.861184,0.703424,0.735232
256,0.0002,0.479232,0.795648,0.785408,0.710656
512,0.0006,0.560128,0.755712,0.572416,0.540672
1024,0.0004,0.549888,0.638976,0.8448,0.541696
2048,0.0199,0.622592,0.726016,0.687104,0.64
4096,0.0021,0.82944,0.809984,0.712704,0.656384
8192,0.0035,1.17043,0.79872,0.705536,0.734208
16384,0.0079,0.946176,0.941056,0.782336,1.15507
32768,0.0204,0.950272,1.16122,0.982016,0.940032
65536,0.2442,1.34554,1.64147,1.4336,1.49709
131072,0.5858,2.26611,2.37363,2.41152,2.86106
262144,1.1741,4.18406,4.06835,4.23117,5.22547
524288,2.3419,7.77728,7.49875,7.62573,8.16128
1048576,4.5357,15.2084,15.1982,14.3124,15.6744
2097152,12.0112,29.099,28.2388,27.4084,27.7299
4194304,18.0297,57.9133,56.6067,53.6637,53.932
8388608,36.4436,113.742,112.382,106.581,105.244
16777216,78.6329,229.629,223.491,212.94,211.54
33554432,150.437,461.734,438.146,423.622,421.137
67108864,293.879,936.541,904.424,850.625,845.739
16,0.0001,0.641024,0.652288,0.72192,1.34144
32,0.0001,0.477184,0.758784,0.806912,0.782336
64,0.0004,0.468992,0.561152,0.57344,0.620544
128,0.0002,0.515072,0.671744,0.663552,0.589824
256,0.0003,0.512,0.598016,0.823296,0.7168
512,0.0005,0.534528,0.756736,0.672768,0.603136
1024,0.0004,0.596992,0.809984,0.643072,0.605184
2048,0.0019,0.545792,0.695296,0.6912,0.66048
4096,0.0021,0.566272,0.735232,0.72192,0.676864
8192,0.004,0.815104,0.792576,0.75776,0.731136
16384,0.0233,0.89088,1.15814,0.830464,0.806912
32768,0.0191,1.05165,1.38854,1.0752,1.01171
65536,0.0386,1.36704,1.63942,1.3865,1.34246
131072,0.5857,2.24051,2.44634,2.44429,2.78426
262144,1.2011,4.21888,4.02125,4.25165,5.98938
524288,2.3411,7.67386,7.91757,7.46701,8.23501
1048576,4.6813,15.8013,14.2612,14.6575,15.362
2097152,9.5968,29.9397,28.1487,27.7289,27.9132
4194304,18.7045,58.2902,56.9098,53.4948,53.8358
8388608,37.2428,114.765,110.683,106.366,106.358
16777216,78.1777,232.208,219.241,210.075,209.29
33554432,159.379,465.816,447.832,426.235,422.978
67108864,293.777,939.154,882.747,852.419,842.753
16,0.0001,0.617472,0.627712,0.62976,0.543744
32,0.0001,0.663552,0.586752,0.592896,0.540672
64,0.0001,0.536576,0.734208,0.821248,0.664576
128,0.0002,0.570368,0.581632,0.60928,0.6144
256,0.0006,0.553984,0.659456,0.566272,0.544768
512,0.0003,0.490496,0.676864,0.664576,0.544768
1024,0.0004,0.632832,0.648192,0.586752,0.615424
2048,0.0015,0.574464,0.937984,0.616448,0.697344
4096,0.0021,0.708576,0.872448,0.971776,0.689152
8192,0.0035,1.81555,0.866304,0.777216,0.683008
16384,0.0081,0.730112,0.953344,0.857088,0.818176
32768,0.0191,1.00454,1.13869,1.21958,1.00762
65536,0.0393,1.42336,1.73875,1.42848,1.39059
131072,0.583,2.18522,2.4361,2.39411,2.9399
262144,1.1685,4.34074,3.97312,4.46771,4.69299
524288,2.339,7.99642,7.42502,7.46496,8.04352
1048576,5.2993,14.85,14.9688,14.5295,14.4855
2097152,8.8725,30.2295,28.6505,27.1165,28.5
4194304,19.6314,58.0065,56.9426,53.9884,52.9613
8388608,40.7619,114.476,110.628,105.582,105.972
16777216,76.1333,231.591,224.826,212.262,211.83
33554432,147.104,468.5,435.882,426.346,422.215
67108864,298.243,940.764,903.027,854.212,845.275
16,0,0.847872,0.914432,0.772096,0.74752
32,0.0001,0.533504,0.672768,0.695296,0.768
64,0.0002,0.654336,0.722944,0.79872,0.738304
128,0.0001,0.472064,0.843776,0.825344,1.05677
256,0.0005,0.489472,0.536576,0.770048,0.748544
512,0.0004,0.494592,0.816128,0.789504,0.746496
1024,0.0004,0.524288,1.08442,0.790528,0.772096
2048,0.0024,0.545792,0.847872,0.82432,0.786432
4096,0.002,0.577536,1.05267,0.806912,0.7936
8192,0.0038,0.623616,0.934912,0.831488,0.791552
16384,0.008,0.746496,1.19091,0.908288,0.882688
32768,0.0211,1.0967,1.35782,1.36704,1.29331
65536,0.0406,2.03162,1.62714,1.46842,1.52986
131072,0.5828,2.19136,2.5047,2.54362,3.10067
262144,1.1685,4.608,4.08064,4.28032,5.10874
524288,2.3433,8.58214,7.92371,8.0855,8.6825
1048576,5.0411,14.9873,14.5797,14.7036,15.0559
2097152,9.6396,28.8522,28.8666,28.4652,28.4856
4194304,19.6922,57.2324,56.1285,53.8296,53.7723
8388608,37.4624,114.996,109.897,105.244,104.925
16777216,76.1774,229.773,219.464,212.645,211.06
33554432,149.501,462.875,445.253,426.305,420.281
67108864,296.833,939.1,889.948,855.587,847.564
16,0.0002,0.62464,0.756736,0.55808,0.518144
32,0.0004,0.510976,0.520192,0.635904,0.600064
64,0.0001,0.467968,0.5632,0.572416,0.590848
128,0.0004,0.500736,0.555008,0.57344,0.584704
256,0.0003,0.585728,0.56832,0.702464,0.538624
512,0.0005,0.535552,0.62976,0.570368,0.565248
1024,0.0004,0.571392,0.700416,0.65024,0.606208
2048,0.0009,0.559104,0.677888,0.676864,0.627712
4096,0.002,0.591872,0.734208,0.724992,1.11514
8192,0.0035,0.754688,0.88064,0.693248,0.790528
16384,0.0088,0.7936,1.12538,0.8448,0.817152
32768,0.0174,0.966656,1.23392,1.26054,1.00557
65536,0.0393,1.40698,1.57286,1.42848,1.39366
131072,0.5827,2.17702,2.43712,3.49082,2.94502
262144,1.1755,4.32435,3.95878,4.69197,4.72371
524288,2.9971,7.8336,7.53152,7.45472,7.80288
1048576,4.6822,14.7425,15.4563,14.2234,15.7686
2097152,9.4419,29.0734,27.734,27.4053,28.7314
4194304,18.6181,57.9881,56.4204,53.6822,54.5577
8388608,39.5772,115.299,109.557,105.628,107.211
16777216,74.5116,229.896,223.099,213.479,211.147
33554432,149.846,464.629,439.168,429.274,423.946
67108864,296.55,938.563,902.554,853.959,844.214
16,0.0001,0.585728,1.3783,0.934912,0.705536
32,0.0002,0.512,0.744448,0.678912,0.661504
64,0.0001,0.534528,0.709632,0.96256,0.80896
128,0.0001,0.600064,0.851968,0.7936,0.667648
256,0.0003,0.596992,0.785408,1.0711,0.729088
512,0.0004,0.65536,0.755712,0.674816,0.750592
1024,0.0005,0.621568,0.812032,0.792576,0.683008
2048,0.0023,0.726016,0.789504,0.733184,0.723968
4096,0.0021,0.57344,0.827392,1.00352,1.21037
8192,0.0035,0.681984,0.987136,0.826368,1.10182
16384,0.0083,0.776192,1.42438,0.973824,0.89088
32768,0.0354,1.13152,1.28102,1.0281,1.78074
65536,0.0371,1.35475,1.72646,1.57798,1.45408
131072,0.5831,2.36544,2.4576,2.6112,3.00544
262144,1.1686,5.18042,4.48,4.43494,4.96333
524288,2.4195,8.26675,7.94829,8.19098,9.32557
1048576,4.7465,15.2054,14.8972,14.6125,15.3436
2097152,9.1145,29.1973,28.6976,27.1421,28.4979
4194304,18.002,58.7571,55.9483,53.0821,54.0621
8388608,36.7329,114.582,109.871,106.615,105.743
16777216,82.3489,229.722,219.288,210.67,211.656
33554432,147.804,466.059,445.961,421.195,421.774
67108864,294.87,937.008,889.837,854.619,843.672
16,0.0002,0.55296,0.816128,0.781312,0.7936
32,0.0001,0.493568,0.80384,0.807936,0.719872
64,0.0001,0.470016,0.57344,0.612352,0.795648
128,0.0004,0.531456,0.726016,0.811008,0.705536
256,0.0004,0.483328,0.78336,0.877568,0.674816
512,0.0004,0.837632,0.848896,0.876544,0.745472
1024,0.0005,0.661504,0.795648,0.738304,0.719872
2048,0.0021,0.55296,0.996352,0.78848,0.776192
4096,0.0172,0.6912,0.92672,0.837632,0.792576
8192,0.0038,0.83968,0.937984,0.835584,0.812992
16384,0.0077,0.960512,1.06496,0.924672,0.902144
32768,0.0234,1.17043,1.7152,1.10694,1.05165
65536,0.0381,1.46022,1.67526,1.51347,1.44896
131072,0.6024,2.33062,2.46579,2.59789,3.05152
262144,1.2057,4.13901,4.68787,4.30694,5.06061
524288,2.4086,7.77523,7.95853,7.68512,8.12646
1048576,4.4373,15.0026,15.2289,13.9172,15.4501
2097152,9.4526,29.0304,28.3597,27.3183,28.1795
4194304,19.3615,59.5384,58.2267,55.0482,54.6509
8388608,37.4548,114.557,110.886,105.808,106.542
16777216,76.7306,230.48,223.897,210.494,212.603
33554432,152.951,468.098,438.629,426.979,423.033
67108864,299.151,938.229,903.461,852.601,847.461
16,0.0001,0.54272,0.82944,1.03322,0.7424
32,0.0003,0.452608,0.715776,1.31174,0.768
64,0.0001,0.470016,0.734208,0.859136,0.751616
128,0.0002,0.47104,0.78848,0.718848,0.751616
256,0.0004,0.493568,0.80384,0.760832,0.729088
512,0.0007,0.502784,1.24006,0.811008,0.779264
